iter	Accuracy	MultiClass
110	0.4356086675	1.075322311
111	0.4354462863	1.075160878
112	0.4339329463	1.074926833
113	0.4342299014	1.074786928
114	0.4342668322	1.074635234
115	0.434901789	1.074468147
116	0.4353796935	1.074243837
117	0.4359563718	1.074088547
118	0.4369243172	1.073922138
119	0.4360483954	1.073766139
120	0.4361801897	1.073564287
121	0.4365180461	1.073396127
122	0.4364730619	1.073234033
123	0.4380913743	1.073054954
124	0.4378508429	1.072890638
125	0.4373330223	1.072662341
126	0.4380229266	1.072519388
127	0.4375922947	1.072326356
128	0.4391699116	1.072061176
129	0.4396205879	1.071921846
130	0.4408060075	1.071723146
131	0.4413191333	1.071531532
132	0.4424601201	1.071421393
133	0.4425095934	1.071252775
134	0.4425450479	1.071071971
135	0.4421020464	1.070885891
136	0.4425338087	1.070795717
137	0.443223886	1.070665546
138	0.4434764084	1.07054313
139	0.4436337215	1.070370196
140	0.4455568695	1.070232757
141	0.4455919179	1.070067652
142	0.4456550917	1.06991869
143	0.4482537192	1.06974486
144	0.4485585824	1.069601309
145	0.4481579584	1.069412321
146	0.4476262643	1.069181826
147	0.4468860744	1.069073996
148	0.4476845429	1.068969965
149	0.4475876241	1.068879417
150	0.4474614493	1.06877075
151	0.4478007819	1.068669603
152	0.4477614173	1.068482053
153	0.44767478	1.068353055
154	0.449272875	1.068168572
155	0.4494326219	1.068022225
156	0.4490758516	1.067841492
157	0.4489935305	1.06774259
158	0.4496172482	1.067500588
159	0.4500100245	1.06726404
160	0.450689993	1.067076506
161	0.4509205886	1.066950232
162	0.4517572912	1.06676906
163	0.4509605322	1.066536998
164	0.4509386054	1.066381533
165	0.451494833	1.066238809
166	0.4527668898	1.066109061
167	0.4530486682	1.06594511
168	0.453309823	1.065766392
169	0.4540353548	1.065610787
170	0.4553381438	1.065489914
171	0.455462609	1.065358286
172	0.4548690445	1.065249312
173	0.4545985053	1.065168912
174	0.455933157	1.06498958
175	0.4556313341	1.06484673
176	0.4550882281	1.064730671
177	0.4552057704	1.064581082
178	0.4562880725	1.064429669
179	0.45565384	1.06436764
180	0.4558988605	1.064264605
181	0.4562792672	1.064122107
182	0.4572802058	1.063949853
183	0.4571039787	1.063761926
184	0.4577455403	1.063553541
185	0.4586677497	1.063458062
186	0.4590008837	1.063309822
187	0.4579481833	1.063160992
188	0.457842632	1.062992156
189	0.4579978898	1.062828504
190	0.4591392828	1.062651211
191	0.4592673399	1.062550533
192	0.4586526004	1.062381608
193	0.4582159429	1.062202183
194	0.4582451988	1.062036276
195	0.4587107062	1.06185905
196	0.4596871112	1.061678661
197	0.459199677	1.061533963
198	0.4588059759	1.061410796
199	0.4595663831	1.061269543
200	0.4607398116	1.06107777
201	0.4614885736	1.060943943
202	0.4615191329	1.060794308
203	0.4612429741	1.060625983
204	0.4604932545	1.060479173
205	0.4609705801	1.060381676
206	0.4619473309	1.060175802
207	0.4624747087	1.060055162
208	0.4622791615	1.059933635
209	0.4628502202	1.059832727
210	0.4631981852	1.059744047
211	0.4638517378	1.059556568
212	0.464046706	1.059385253
213	0.4613417753	1.059134524
214	0.463065639	1.058945403
215	0.4641785003	1.058788069
216	0.4645821372	1.058629592
217	0.4648127328	1.058437922
218	0.4651065022	1.05827959
219	0.465285915	1.05811367
220	0.4665666043	1.057964762
221	0.4665591023	1.057813154
222	0.4670564723	1.057679788
223	0.4672552052	1.057524545
224	0.4671745937	1.057317901
225	0.4673463316	1.057176163
226	0.4672419108	1.057066872
227	0.4673195096	1.056904739
228	0.4673943287	1.056649946
229	0.4674042645	1.056495246
230	0.4682683682	1.056297941
231	0.4677788183	1.056091887
232	0.4684955448	1.055939872
233	0.4690036025	1.055747714
234	0.4693397493	1.055570196
235	0.470667478	1.055374354
236	0.4710525467	1.055170835
237	0.4716236053	1.055024067
238	0.4713461432	1.054869543
239	0.4723022705	1.054740791
240	0.4715812279	1.054615203
241	0.472506044	1.054393861
242	0.4731627824	1.054213245
243	0.473543189	1.05408339
244	0.4733227021	1.053950246
245	0.4744061347	1.053662918
246	0.4747672213	1.053539281
247	0.47421922	1.053425279
248	0.4741209978	1.053300102
249	0.4744721485	1.0531949
250	0.4737466168	1.05302411
251	0.4752224471	1.052853264
252	0.4747893814	1.052681225
253	0.4746950693	1.052546086
254	0.4748594781	1.05236021
255	0.4750962723	1.052216098
256	0.4745951376	1.051993726
257	0.4741260659	1.051892392
258	0.4749451578	1.051735257
259	0.4753519805	1.051577992
260	0.4755692816	1.05143657
261	0.4761776772	1.051257573
262	0.4773405908	1.051142486
263	0.4778136002	1.050886071
264	0.4771306188	1.050751868
265	0.4786945626	1.050565232
266	0.4782391639	1.050380335
267	0.479010665	1.050232331
268	0.4795112207	1.049977002
269	0.4782822933	1.049886413
270	0.4795393462	1.049643061
271	0.4790550977	1.049496226
272	0.4792270086	1.049316485
273	0.479051912	1.049034418
274	0.4797804566	1.048814032
275	0.4806469941	1.048686735
276	0.4801756943	1.048416102
277	0.4804002641	1.048210984
278	0.4810225056	1.048035453
279	0.4823265979	1.047869113
280	0.4828627811	1.047680188
281	0.4839255902	1.047387031
282	0.4839107591	1.047264435
283	0.4848491029	1.047127498
284	0.4843074731	1.046948552
285	0.4846987403	1.046780124
286	0.4848779803	1.046689035
287	0.484559444	1.046563139
288	0.4846681811	1.046406962
289	0.4848661621	1.046294701
290	0.4839512818	1.046140604
291	0.4853858651	1.045929829
292	0.4854503423	1.045754994
293	0.4846469786	1.045630784
294	0.4843633178	1.045450973
295	0.4844469423	1.04530206
296	0.4840490978	1.045132927
297	0.4853411991	1.045016918
298	0.4844915479	1.044794907
299	0.4853575064	1.044638262
300	0.4851780936	1.044527123
301	0.4863794746	1.044299364
302	0.487589082	1.044162349
303	0.4884994732	1.043956697
304	0.4885712795	1.043831112
305	0.4876016245	1.04369756
306	0.4878676746	1.043520686
307	0.4885137252	1.043369645
308	0.4888517545	1.043250811
309	0.4895184286	1.043116148
310	0.4903187795	1.042932817
311	0.4898525202	1.042806871
312	0.490031933	1.042604423
313	0.4901656097	1.042476516
314	0.4906311171	1.04230075
315	0.4907953531	1.042152127
316	0.4910441383	1.041966172
317	0.4917959131	1.041845747
318	0.4923688542	1.041693296
319	0.49181784	1.041535118
320	0.4920551856	1.041377382
321	0.4925263126	1.041221286
322	0.4931179947	1.041093738
323	0.4937801797	1.040950481
324	0.4931635579	1.040827883
325	0.4942719302	1.040651435
326	0.4943186239	1.040543561
327	0.4943968016	1.040398735
328	0.4943611742	1.040215496
329	0.4946903981	1.04006571
330	0.4951621041	1.039715873
331	0.4952940713	1.039534177
332	0.4958420726	1.039203385
333	0.4968274559	1.038930317
334	0.4981107518	1.038647661
335	0.4978977669	1.038449636
336	0.4987288499	1.038209352
337	0.4981928397	1.037995922
338	0.5000022101	1.037719353
339	0.501435663	1.037488285
340	0.5004277739	1.037100516
341	0.5015556392	1.036868714
342	0.5032176323	1.036642687
343	0.5040879071	1.036299463
344	0.5034636104	1.036002962
345	0.5045251161	1.035691457
346	0.5048719507	1.035458181
347	0.503631205	1.035279216
348	0.5055742522	1.034986373
349	0.5065491206	1.034710901
350	0.5067883486	1.034474241
351	0.5076698901	1.034251263
352	0.5069576528	1.034061514
353	0.5081335151	1.03383721
354	0.5084183063	1.033597009
355	0.509240584	1.033401319
356	0.5090984477	1.032982459
357	0.5093365452	1.032730767
358	0.5099882155	1.032553539
359	0.5099838993	1.032351068
360	0.5108667441	1.032045059
361	0.5106430714	1.031764381
362	0.5100926363	1.031556498
363	0.5102482399	1.031378786
364	0.5102819849	1.031139411
365	0.511187887	1.030914354
366	0.5118078675	1.030704957
367	0.5124263717	1.030409129
368	0.5132323421	1.030185281
369	0.5142252273	1.029913188
370	0.5151642955	1.029684482
371	0.5139753116	1.029453566
372	0.514351575	1.029190461
373	0.5157917779	1.028941187
374	0.5161485483	1.02869546
375	0.5159548834	1.028472403
376	0.5164952099	1.028244814
377	0.5163452259	1.028110744
378	0.5159704388	1.027905617
379	0.5157780774	1.027730223
380	0.5159723212	1.027434654
381	0.5165715053	1.027275072
382	0.5154192793	1.027056971
383	0.5160846501	1.026798815
384	0.5161354267	1.026571148
385	0.5174648649	1.026301075
386	0.5166939429	1.026038682
387	0.5168476641	1.025860676
388	0.5180610361	1.025651289
389	0.5184176336	1.025370312
390	0.5189712545	1.025193762
391	0.5186306186	1.024944572
392	0.5198347792	1.024631975
393	0.5205014533	1.024510159
394	0.5204309504	1.024349962
395	0.5209275961	1.024108107
396	0.520089184	1.023904345
397	0.5199875428	1.023712196
398	0.520886522	1.023582625
399	0.5201037818	1.023290677
400	0.5203092648	1.023083428
401	0.5203456165	1.022883973
402	0.5208667957	1.022660588
403	0.5214547407	1.022426351
404	0.5222582773	1.022224476
405	0.5232729164	1.022009782
406	0.5224345043	1.021822726
407	0.5229661984	1.021593693
408	0.5229318744	1.021374795
409	0.5217430634	1.021142771
410	0.5231594571	1.020957981
411	0.5232138256	1.020713194
412	0.5232505835	1.020548409
413	0.5229037489	1.020204028
414	0.5227818904	1.019850003
415	0.5238865254	1.019585012
416	0.5240245184	1.019407409
417	0.5243301059	1.019205731
418	0.5254723961	1.019028331
419	0.5257791142	1.018839278
420	0.525924782	1.018592147
421	0.5268368827	1.018345206
422	0.5263844969	1.018121997
423	0.5275459343	1.017949423
424	0.5271687133	1.017760065
425	0.5291068653	1.017539436
426	0.5280991491	1.017231005
427	0.5278104478	1.017034293
428	0.5288732569	1.016820456
429	0.5287920663	1.016630885
430	0.5289107391	1.016396857
431	0.5292412664	1.016265958
432	0.5302328482	1.016086759
433	0.5310757494	1.015845484
434	0.532267919	1.015736871
435	0.5327439412	1.015544804
436	0.5321445842	1.015333917
437	0.5323839851	1.015158588
438	0.5322715109	1.015036539
439	0.5332863229	1.014894713
440	0.5338560782	1.014676292
441	0.5334743681	1.014440973
442	0.5335024936	1.014289961
443	0.5342891439	1.014094401
444	0.5347840801	1.01382687
445	0.5352713414	1.013606356
446	0.5350757942	1.013482837
447	0.5352038514	1.013341993
448	0.5362261654	1.013059221
449	0.5365493636	1.012858974
450	0.5369368661	1.012673761
451	0.5368922605	1.012433034
452	0.5363080803	1.012247232
453	0.5374252579	1.012038554
454	0.5369260055	1.011855781
455	0.537014119	1.011702217
456	0.5374091235	1.011558716
457	0.5385249977	1.011275091
458	0.538986016	1.011138909
459	0.5387936545	1.010974253
460	0.5386905371	1.010874213
461	0.5386125323	1.010715312
462	0.53820009	1.010545212
463	0.5382675801	1.010394136
464	0.539693531	1.010199591
465	0.5395261092	1.010006279
466	0.5396123404	1.009772372
467	0.5397060735	1.009573203
468	0.5400810335	1.009360307
469	0.5403127595	1.009186577
470	0.541193722	1.009070047
471	0.5406552779	1.008918111
472	0.5402985075	1.008789817
473	0.5412645706	1.008601843
474	0.5404934757	1.008416917
475	0.5414319924	1.008196951
476	0.5407403786	1.008070255
477	0.5406359578	1.007914033
478	0.5422923313	1.007619201
479	0.5432514715	1.007404976
480	0.5444200048	1.007132002
481	0.5452385453	1.006930074
482	0.5453997684	1.006717537
483	0.5456860359	1.006472593
484	0.5458414666	1.006310463
485	0.5457315991	1.006114894
486	0.546318965	1.005944548
487	0.5470105788	1.005749255
488	0.5471924255	1.005585133
489	0.5475248351	1.00538047
490	0.5470023525	1.005197598
491	0.547569095	1.005006055
492	0.5480509096	1.004794104
493	0.5491137187	1.00452474
494	0.5488201222	1.004271922
495	0.5488482476	1.004109253
496	0.5493518162	1.004017991
497	0.5495705936	1.003898734
498	0.549946857	1.00368187
499	0.5498911851	1.003502436
500	0.550642787	1.00330291
501	0.5511126106	1.003083254
502	0.551461879	1.002881635
503	0.5516731545	1.002684713
504	0.5505540945	1.002523989
505	0.5502372678	1.002316159
506	0.5507421397	1.002103665
507	0.5500904695	1.001921682
508	0.5511157964	1.001662224
509	0.5508602611	1.001490222
510	0.5504916726	1.001339382
511	0.5509440584	1.00121046
512	0.5510540988	1.001015533
513	0.5513407723	1.000801263
514	0.5513895213	1.000716066
515	0.5516863035	1.000485252
516	0.5519767143	1.000257922
517	0.5523364975	0.9999933605
518	0.5534979349	0.9998098972
519	0.5539034542	0.9996334815
520	0.5538372675	0.9994770276
521	0.554007875	0.9991670343
522	0.5533768283	0.9989870877
523	0.5528981994	0.9988140314
524	0.553981632	0.9986690113
525	0.5543914675	0.9984764299
526	0.5542709123	0.9983418559
527	0.5549375864	0.9981309146
528	0.5547026746	0.9979497569
529	0.5547482378	0.9978032735
530	0.5554212834	0.9975712591
531	0.5552630731	0.9974183188
532	0.5565739155	0.9971787922
533	0.5563166707	0.9969566126
534	0.5556250569	0.9967109303
535	0.5557337939	0.996527771
536	0.5571127054	0.9963652949
537	0.5562054999	0.9961771018
538	0.5558562315	0.9960238788
539	0.556041091	0.9958092833
540	0.5578118212	0.9955861086
541	0.5578517648	0.995429911
542	0.5575111288	0.9952254421
543	0.5580310047	0.9950005995
544	0.5585182661	0.9948671359
545	0.5582640341	0.9946408084
546	0.559153629	0.9945323276
547	0.559494265	0.9943064828
548	0.5598073545	0.994150717
549	0.5596648725	0.9939406643
550	0.5591419837	0.9938259097
551	0.5591331784	0.9937065663
552	0.5591301655	0.9935898735
553	0.5592975873	0.9934788625
554	0.5603165427	0.993302116
555	0.5601359994	0.9930755963
556	0.5606633772	0.9929139474
557	0.5610081565	0.9927185712
558	0.5612963063	0.9926012914
559	0.5611200793	0.9924193345
560	0.5605883852	0.9922671708
561	0.5606221303	0.9921511875
562	0.5608377219	0.9920428683
563	0.5611845565	0.9918610091
564	0.562125507	0.991692088
565	0.561605804	0.9914738679
566	0.5619818945	0.9912199836
567	0.562661863	0.9909852778
568	0.5627542928	0.990844864
569	0.5625900568	0.9906776609
570	0.5623182142	0.9905125135
571	0.5622477113	0.9903310304
572	0.5632916064	0.9901400339
573	0.5634016468	0.9900175596
574	0.5629803993	0.9898085175
575	0.5629910869	0.9896468117
576	0.5635608422	0.9894594092
577	0.5635477207	0.9892829748
578	0.5636401504	0.9891489991
579	0.5642873316	0.9889426317
580	0.5652584628	0.9886999681
581	0.5657914602	0.9885716534
582	0.5650029275	0.9883237707
583	0.5644774321	0.988215
584	0.5659620677	0.9880543606
585	0.565345273	0.9878756728
586	0.565966211	0.9877871377
587	0.5663979734	0.987509276
588	0.5668104156	0.9872380092
589	0.5666610106	0.98708684
590	0.5669754035	0.9869852509
591	0.5659281498	0.9868603223
592	0.5668842771	0.9866944886
593	0.5665612518	0.986571532
594	0.5670460793	0.9864053307
595	0.5666349404	0.9862463899
596	0.5666911913	0.9860974929
597	0.5670318273	0.9859202492
598	0.567476884	0.9857790699
599	0.567401892	0.9856761437
600	0.5679086464	0.9854581605
601	0.5680728824	0.9853727887
602	0.5689969742	0.9852790084
603	0.5692256874	0.9851264464
604	0.5694163393	0.9849447216
605	0.5699742764	0.9847965036
606	0.57006239	0.9846200421
607	0.5706028893	0.9844786849
608	0.5712433204	0.9843326206
609	0.570900975	0.984105353
610	0.5705147758	0.9839476951
611	0.5704885327	0.9838131278
612	0.5714782322	0.9837034557
613	0.5715695315	0.9835683797
614	0.5714227332	0.9833807726
615	0.5711878214	0.9832013611
616	0.5713522303	0.9830561745
617	0.5714577816	0.9828584219
618	0.5726467655	0.9826973091
619	0.5721343915	0.982503937
620	0.5734928524	0.9822488316
621	0.5734741113	0.9821282366
622	0.5737114569	0.9819193955
623	0.5733110057	0.981685101
624	0.5734840471	0.9815228654
625	0.5735622248	0.9813898717
626	0.5726686923	0.9811665754
627	0.5730580772	0.9810413902
628	0.5738271169	0.9809039438
629	0.573790938	0.9807122687
630	0.5742063931	0.9805880122
631	0.5745543581	0.9803659912
632	0.5743046153	0.9801703034
633	0.5757877747	0.9800401772
634	0.5752418286	0.9799050984
635	0.5751930797	0.9797048006
636	0.5752855094	0.9795706448
637	0.5761021676	0.9794216954
638	0.5750849217	0.9791753748
639	0.575202464	0.9790519293
640	0.5752043464	0.9789275887
641	0.5754861247	0.9787725051
642	0.5770335884	0.9785944754
643	0.5774503469	0.9783631882
644	0.5780463452	0.9782479835
645	0.5779889639	0.9781042384
646	0.5785632082	0.9779023793
647	0.5788481723	0.9777575158
648	0.5786256577	0.9776259007
649	0.5782495673	0.9773854191
650	0.5793697577	0.977274109
651	0.5793560572	0.9770584854
652	0.5795103574	0.9768598483
653	0.5799496217	0.9766467145
654	0.5807749122	0.9764642669
655	0.5808804635	0.9762942284
656	0.5810392528	0.9759922107
657	0.5816809873	0.9757955286
658	0.5814222662	0.9756895882
659	0.58166468	0.975469028
660	0.5818615305	0.9753224117
661	0.5825225851	0.9751503608
662	0.5825576335	0.9749756694
663	0.5831699391	0.9748984288
664	0.5829830244	0.974731159
665	0.5827524288	0.974589749
666	0.5827818576	0.9744963102
667	0.5823662296	0.9743401617
668	0.5826980603	0.9742235715
669	0.5827199871	0.9741290811
670	0.5829548989	0.9739371279
671	0.5824919983	0.9738007234
672	0.583198616	0.9736833789
673	0.582454516	0.9735329614
674	0.5829419503	0.9733775163
675	0.5834487046	0.9732211087
676	0.5830812466	0.9730533545
677	0.5840122613	0.9728867043
678	0.5838403505	0.9727679653
679	0.5840152742	0.9725544553
680	0.5845070246	0.9723408954
681	0.5845688951	0.9722147778
682	0.5846451904	0.9720774587
683	0.5848656773	0.9719530005
684	0.5848876042	0.9718138685
685	0.5857417445	0.9716166962
686	0.5853381076	0.9714663809
687	0.5858360566	0.9712707057
688	0.5856305737	0.9711222954
689	0.5847464255	0.9709270704
690	0.5850694508	0.9707107176
691	0.5857155014	0.9705195855
692	0.5860591503	0.970357741
693	0.5862353773	0.970187965
694	0.5867170191	0.9700293545
695	0.5873469353	0.9698627756
696	0.5874174382	0.9696167059
697	0.5872425145	0.9694630809
698	0.5868576187	0.9692431292
699	0.5868943766	0.9690870887
700	0.5872406322	0.9688916541
701	0.5875344016	0.9687432767
702	0.5874288503	0.9686084701
703	0.587876747	0.9685126954
704	0.5884073106	0.9683859188
705	0.5880617794	0.9682129596
706	0.5881161479	0.9680830106
707	0.588857814	0.9679409784
708	0.5885966592	0.9677827292
709	0.5889772387	0.967605096
710	0.5885235496	0.9674908686
711	0.5882723305	0.9673933766
712	0.5882417712	0.9672072213
713	0.5883105646	0.9670700627
714	0.5890477416	0.9669020565
715	0.5890153	0.9667464449
716	0.5901506672	0.9665693213
717	0.5910610585	0.9664082549
718	0.5916645588	0.9662741372
719	0.5920082076	0.9661882144
720	0.5923518564	0.9660536301
721	0.5923974196	0.9659116905
722	0.5918919686	0.9657228888
723	0.5924174641	0.9656221067
724	0.5924099621	0.9654843263
725	0.5921619288	0.9653700181
726	0.5923630956	0.9651925634
727	0.5926480596	0.9651101081
728	0.5924543948	0.9649406329
729	0.5928199705	0.9648284613
730	0.5928537155	0.9647366579
731	0.5936966167	0.9645272394
732	0.5936204942	0.9643448882
733	0.5935261821	0.9642556524
734	0.594012313	0.9641069275
735	0.5939416372	0.9639650405
736	0.594319031	0.9638091506
737	0.5950063286	0.9636521478
738	0.5953062966	0.9635277452
739	0.5955605286	0.9633727572
740	0.5958016389	0.96318908
741	0.5956735818	0.963009183
742	0.5947556886	0.962863718
743	0.5952755645	0.9626638201
744	0.5951343858	0.9625634579
745	0.5950475756	0.9623840991
746	0.5949875875	0.9622519624
747	0.595348847	0.9621321233
748	0.5953662847	0.9619824495
749	0.5950788868	0.9618218491
750	0.5949037902	0.9616907086
751	0.5960303521	0.961513892
752	0.5960477899	0.961398063
753	0.5959622831	0.9612499635
754	0.5964559159	0.9610584848
755	0.5966383416	0.9609130255
756	0.5960260359	0.960752622
757	0.5958910558	0.9606513188
758	0.5963946244	0.9605456515
759	0.5960734815	0.9604120527
760	0.5966488564	0.9602814205
761	0.5973667133	0.9601323444
762	0.5985601862	0.9599685516
763	0.5981109861	0.9598576285
764	0.5981359258	0.9596796546
765	0.5974748713	0.9595472914
766	0.5971462264	0.95941003
767	0.5975249236	0.9592880371
768	0.5974574335	0.9591416265
769	0.5962783855	0.9589949911
770	0.5959054807	0.9588761453
771	0.5964047331	0.9587195686
772	0.5973637004	0.9585812876
773	0.596842115	0.9584257754
774	0.5973325621	0.9582622054
775	0.5985395627	0.9581108887
776	0.5986614213	0.9580085962
777	0.5985245588	0.9578727036
778	0.5993423474	0.9577282329
779	0.5992673554	0.9575459745
780	0.5994478987	0.957360904
781	0.5997360485	0.9571684022
782	0.599476197	0.9569947992
783	0.6000459523	0.9568553399
784	0.5998753449	0.9567372588
785	0.5998080277	0.9565083502
786	0.5995879469	0.9563601686
787	0.6001741824	0.9561697537
788	0.6012388738	0.9560244196
789	0.6026483446	0.9558527583
790	0.6025189841	0.9557521102
791	0.6018067467	0.9555798741
792	0.6012519954	0.9554674714
793	0.6019004798	0.9552555481
794	0.6019816704	0.9551097342
795	0.6023909269	0.9549186614
796	0.6021560151	0.954819325
797	0.6030075488	0.9546717296
798	0.6024377935	0.9545734582
799	0.6026033328	0.9544655548
800	0.6030101555	0.9543345575
801	0.6033155702	0.954185107
802	0.6028676734	0.9540312351
803	0.6034655542	0.9538425702
804	0.6031968974	0.9537424586
805	0.6030407148	0.9535853146
806	0.6037973848	0.9534105224
807	0.6040274014	0.9532162163
808	0.6042317539	0.9531003735
809	0.6046822573	0.9529959618
810	0.6049977807	0.9528627497
811	0.6043485443	0.9526299584
812	0.604639707	0.9525124358
813	0.6049096672	0.9524200847
814	0.6049346069	0.9522364813
815	0.6042535078	0.9521418862
816	0.604770198	0.9519596891
817	0.6049908578	0.9517670476
818	0.6052651342	0.9516123013
819	0.6058299942	0.9514787143
820	0.6058755574	0.9513949319
821	0.6063204413	0.9512701391
822	0.6065746732	0.9511303119
823	0.6067053371	0.9509482851
824	0.6066715921	0.9508353176
825	0.6072445331	0.9506539629
826	0.6069096896	0.9505561516
827	0.6077657123	0.9504220582
828	0.6074514923	0.9502830578
829	0.607775821	0.9501799512
830	0.6085118676	0.9500170955
831	0.6078146341	0.9499070047
832	0.6078765046	0.9497535993
833	0.6077222044	0.9496782584
834	0.6082113481	0.949545221
835	0.608764969	0.9494605717
836	0.6099438442	0.9493020048
837	0.6100657027	0.9491713657
838	0.6095321263	0.9490228809
839	0.6100008194	0.9488940986
840	0.6103737241	0.9487421354
841	0.610369235	0.948589648
842	0.6111990147	0.948477447
843	0.6108804785	0.9483142468
844	0.6114340994	0.9481671428
845	0.6114972732	0.9480693851
846	0.6118103627	0.9479383823
847	0.611751678	0.9478235119
848	0.6122064977	0.9476844076
849	0.611526702	0.9475642824
850	0.6117985446	0.9474749715
851	0.6118984763	0.9473494283
852	0.6123639836	0.9472190835
853	0.612358364	0.9470625661
854	0.612488855	0.9469532845
855	0.6121909423	0.9468078358
856	0.6120615818	0.9466972268
857	0.6121127646	0.9465772457
858	0.6118896709	0.9464445125
859	0.6119058053	0.9463117747
860	0.6124575439	0.9461769795
861	0.6123375677	0.9460804201
862	0.6132830073	0.9459205056
863	0.6132798216	0.9458081269
864	0.6136236433	0.945702266
865	0.6135692748	0.9456333929
866	0.6137336836	0.9455146767
867	0.6140122763	0.9453642069
868	0.6135574566	0.94517229
869	0.6135761977	0.9450168593
870	0.6138641746	0.9449253152
871	0.6137792468	0.9448418504
872	0.613162625	0.9446987702
873	0.6131800627	0.9446320975
874	0.6126952353	0.9444948936
875	0.6128583408	0.9443746432
876	0.6142798026	0.9442119103
877	0.6142136159	0.9440367407
878	0.6142299232	0.9438986213
879	0.6137612301	0.9438266831
880	0.6139698988	0.9436478849
881	0.6141817533	0.943482665
882	0.6143036118	0.9433519237
883	0.6144397224	0.9431037112
884	0.6150539104	0.9429563238
885	0.6155662843	0.9427678478
886	0.6150640191	0.9425940088
887	0.6149727198	0.9424667369
888	0.6158231229	0.9423035738
889	0.6165278583	0.942185653
890	0.6168803125	0.9420752202
891	0.6166384777	0.9419772153
892	0.6164723593	0.9418344967
893	0.6169359843	0.941691469
894	0.6172970709	0.9415387129
895	0.6174764837	0.9414582184
896	0.6175145449	0.941363848
897	0.6178300683	0.9412591121
898	0.6180619672	0.9411434866
899	0.6180226026	0.9409950003
900	0.618270636	0.940877738
901	0.6192472139	0.9407208214
902	0.6186729695	0.9405582196
903	0.6191309749	0.9404555662
904	0.6203806987	0.940346007
905	0.6205657311	0.9401811754
906	0.6208137645	0.94001036
907	0.6210749193	0.9398687614
908	0.621496573	0.9397087534
909	0.6220207651	0.9395556594
910	0.6210972523	0.9393937563
911	0.6208167773	0.9392569012
912	0.6210123245	0.9390931806
913	0.6218477237	0.9388398369
